window,group_id,prompt_id,classification,mixed_subtype,correct_count,reward_mean,reward_std,reward_min,reward_max,reward_std_zero,mean_abs_advantage,mean_square_advantage,max_abs_advantage,nonzero_trajectory_fraction,nonzero_group,sum_A_correct,sum_A_wrong,correct_A_positive,wrong_A_negative,discriminative,separation,abs_surrogate,clip_fraction,ratio_abs_deviation,ratio_min,ratio_max,selection_source,advantage_source
3,s4_formal_dynamic_20260909T155929_18b61a:fdef74fac4a3:encounter:00000039,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:2432,mixed,mixed_parsed_wrong,1,0.2773939616978169,0.3938578949949901,0.05,0.9595758467912675,0,0.7499983310699463,0.7499966025390989,1.499996542930603,1.0,1,1.499996542930603,-1.4999967813491821,1,3,1,1.999995470046997,0.7498358637094498,0.75,0.0024972856044769287,0.9958145022392273,0.999866783618927,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/update/old.npz
3,s4_formal_dynamic_20260909T155929_18b61a:fdef74fac4a3:encounter:00000040,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:48131,mixed,mixed_parsed_wrong,3,0.6500000000000001,0.34641016151377546,0.05,0.8500000000000001,0,0.7499980628490448,0.7499961555053396,1.4999961853027344,1.0,1,1.4999960660934448,-1.4999961853027344,3,1,1,1.9999948740005493,0.7522840946912766,0.5,0.0034344643354415894,0.9962430596351624,1.0070817470550537,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/update/old.npz
3,s4_formal_dynamic_20260909T155929_18b61a:fdef74fac4a3:encounter:00000041,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:37384,mixed,mixed_unparseable_only,3,0.7375521697103978,0.4258260209926858,0.0,0.9837437480688096,0,0.7499983310699463,0.7499969343284985,1.4999966621398926,1.0,1,1.4999966621398926,-1.4999966621398926,3,1,1,1.9999955495198567,0.7493599951267242,0.5,0.0017144978046417236,0.9963722229003906,1.001387596130371,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/update/old.npz
3,s4_formal_dynamic_20260909T155929_18b61a:fdef74fac4a3:encounter:00000042,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:26928,mixed,mixed_parsed_wrong,1,0.2834866866469384,0.404410804163411,0.05,0.9839467465877534,0,0.7499984130263329,0.7499968037043299,1.4999967813491821,1.0,1,1.4999967813491821,-1.4999968707561493,1,3,1,1.9999957382678986,0.7497211396694183,0.25,0.002607882022857666,0.9971780776977539,1.0050373077392578,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0002/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000049,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:30577,mixed,mixed_parsed_wrong,1,0.28059817329049114,0.39940775227170305,0.05,0.9723926931619645,0,0.7499983906745911,0.7499967813526354,1.4999967813491821,1.0,1,1.4999967813491821,-1.4999967813491821,1,3,1,1.9999957084655762,0.7499983906745911,0.0,0.0,1.0,1.0,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000053,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:13160,mixed,mixed_parsed_wrong,3,0.7495386898517609,0.4038834578448348,0.05,0.9856257021427155,0,0.749989815056324,0.7499966729209586,1.4999794960021973,1.0,1,1.4999797642230988,-1.4999794960021973,3,1,1,1.99997275074323,0.7499898299574852,0.0,0.0,1.0,1.0,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000054,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:27875,mixed,mixed_unparseable_only,3,0.7340429730713368,0.42380474261041917,0.0,0.9819728642702104,0,0.749989852309227,0.7499968901685792,1.499979853630066,1.0,1,1.499979555606842,-1.499979853630066,3,1,1,1.9999730388323467,0.749989852309227,0.0,0.0,1.0,1.0,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000056,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:26915,mixed,mixed_parsed_wrong,2,0.5114772230386735,0.46147722588268475,0.05,0.9730269014835359,0,0.8660237789154053,0.7499971948973396,0.8661597967147827,1.0,1,1.7320475578308105,-1.7320475578308105,2,2,1,1.7320475578308105,0.8660237789154053,0.0,0.0,1.0,1.0,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000057,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:19183,mixed,mixed_parsed_wrong,1,0.25,0.3464101615137755,0.05,0.8500000000000001,0,0.7499981075525284,0.7499962002087086,1.4999961853027344,1.0,1,1.4999961853027344,-1.4999962449073792,1,3,1,1.999994933605194,0.7504776492714882,0.5,0.0017917007207870483,0.9984659552574158,1.0029751062393188,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
4,s4_formal_dynamic_20260909T155929_18b61a:bd569a92d417:encounter:00000061,cmexam_train:fadb22c89beb1b7115dc36460ba792eb96b7b972:17653,mixed,mixed_parsed_wrong,2,0.5076665863394738,0.45767334163678397,0.05,0.9688498169183732,0,0.866010993719101,0.7499971812439661,0.8726653456687927,1.0,1,1.7320220470428467,-1.7320219278335571,2,2,1,1.732021987438202,0.8666047006845474,0.75,0.001873984932899475,0.9979152083396912,1.0022424459457397,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/selection.json,/data/WSH/medical-post-train-artifacts/runs/s4_formal_dynamic_20260909T155929_18b61a/windows/0003/update/old.npz
