global_step,sample_cursor,coverage_fraction,loss,grad_norm,learning_rate,processed_tokens,supervised_tokens,update_seconds,tokens_per_second,nvml_peak_bytes,allocated_peak_bytes,reserved_peak_bytes
650,10400,0.52,1.50773998603295,0.2598162591457367,4.935199985460466e-05,8044,7001,7.637551254127175,1053.2171546021625,36873109504,31108308480,33749467136
651,10416,0.5208,1.3959547605846672,0.24468280375003815,4.9222409403982453e-05,8715,7092,8.343382586725056,1044.5403778877665,36873109504,31108308480,33749467136
652,10432,0.5216,1.2702140347681743,0.26407337188720703,4.9092824177866617e-05,7362,6188,6.871174662839621,1071.4325222752434,36873109504,31108308480,33749467136
653,10448,0.5224,1.336831816330525,0.256620854139328,4.8963245046919495e-05,7797,6604,7.379954754840583,1056.5105422747847,36873109504,31108308480,33749467136
654,10464,0.5232,1.3137310657788206,0.2854829430580139,4.883367288176239e-05,7149,6048,6.653740515001118,1074.4332430581414,36873109504,31108308480,33749467136
655,10480,0.524,1.4219789922595962,0.2628173530101776,4.8704108552969944e-05,7526,6483,7.355343515984714,1023.2017014085628,36873109504,31108308480,33749467136
656,10496,0.5248,1.5675245361647634,0.2550133764743805,4.857455293106408e-05,8383,7268,8.729224391281605,960.3373248570172,36873109504,31108308480,33749467136
657,10512,0.5256,1.3735172696263906,0.27304840087890625,4.844500688650816e-05,7567,6154,7.215986834838986,1048.6438200616321,36873109504,31108308480,33749467136
658,10528,0.5264,1.2296442579925526,0.25291845202445984,4.831547128970129e-05,7723,6410,6.9294988182373345,1114.5106165072568,36873109504,31108308480,33749467136
659,10544,0.5272,1.422059965839358,0.27315571904182434,4.818594701097238e-05,7127,6132,6.517013072967529,1093.599156577219,36873109504,31108308480,33749467136
660,10560,0.528,1.2738376419250896,0.2678090035915375,4.805643492057421e-05,7319,6340,6.986009361688048,1047.6653581568478,36873109504,31108308480,33749467136
661,10576,0.5288,1.3015774154126691,0.27664417028427124,4.7926935888677735e-05,7675,6445,7.259557232726365,1057.2270117798373,36873109504,31108308480,33749467136
662,10592,0.5296,1.5561878127284559,0.2472929209470749,4.779745078536618e-05,7882,6986,6.991878777742386,1127.3078739710395,36873109504,31108308480,33749467136
663,10608,0.5304,1.3131377067493395,0.25800418853759766,4.7667980480629124e-05,8030,6575,7.3671160019002855,1089.9787648149872,36873109504,31108308480,33749467136
664,10624,0.5312,1.1689970885340395,0.26894691586494446,4.753852584435679e-05,6637,5878,6.0537711889483035,1096.3414032093635,36873109504,31108308480,33749467136
665,10640,0.532,1.1801421918566264,0.29637089371681213,4.740908774633408e-05,6768,5670,6.340030003339052,1067.5028345978728,36873109504,31108308480,33749467136
666,10656,0.5328,1.1740267733523488,0.30354297161102295,4.727966705623479e-05,6822,5409,6.009333182126284,1135.2341088843023,36873109504,31108308480,33749467136
667,10672,0.5336,1.3485647202413455,0.2529923915863037,4.7150264643615765e-05,7135,5992,6.674486957024783,1068.996021108489,36873109504,31108308480,33749467136
668,10688,0.5344,1.2049322587021696,0.31621286273002625,4.702088137791104e-05,6797,5417,6.1757752993144095,1100.5905607923517,36873109504,31108308480,33749467136
669,10704,0.5352,1.1969974645253643,0.2949759066104889,4.6891518128425976e-05,6596,5437,5.871098984964192,1123.4693908060945,36873109504,31108308480,33749467136
670,10720,0.536,1.3428226512248926,0.29251429438591003,4.676217576433149e-05,6947,5839,6.668811033014208,1041.714927234946,36873109504,31108308480,33749467136
671,10736,0.5368,1.4645882376712236,0.2792019248008728,4.663285515465818e-05,7131,6220,6.602150609716773,1080.1025940706181,36873109504,31108308480,33749467136
672,10752,0.5376,1.6005388067239277,0.25708505511283875,4.650355716829043e-05,7901,6915,6.972914861049503,1133.0985903950661,36873109504,31108308480,33749467136
673,10768,0.5384,1.4176840212242934,0.2721248269081116,4.637428267396069e-05,7193,6206,6.498847192618996,1106.8116831811928,36873109504,31108308480,33749467136
674,10784,0.5392,1.124600957395729,0.30262047052383423,4.624503254024347e-05,6040,5266,5.98239585570991,1009.6289422631753,36873109504,31108308480,33749467136
675,10800,0.54,1.4193018621587121,0.2607354521751404,4.611580763554969e-05,7790,6636,6.96444950485602,1118.5377960696474,36873109504,31108308480,33749467136
676,10816,0.5408,1.361658332973099,0.2782409191131592,4.598660882812076e-05,7056,5964,6.3117547910660505,1117.9141512258032,36873109504,31108308480,33749467136
677,10832,0.5416,1.5330681945907692,0.2672463059425354,4.5857436986022696e-05,7340,6155,6.39779647719115,1147.2700055664336,36873109504,31108308480,33749467136
678,10848,0.5424,1.3652322297177215,0.31012293696403503,4.572829297714037e-05,6439,5654,5.7646613689139485,1116.9780127454555,36873109504,31108308480,33749467136
679,10864,0.5432,1.4278572822174325,0.25154390931129456,4.5599177669171654e-05,7909,6889,7.649291730951518,1033.9519367522119,36873109504,31108308480,33749467136
680,10880,0.544,1.374741007997341,0.2761012613773346,4.547009192962155e-05,7276,6154,6.808896115981042,1068.60199892353,36873109504,31108308480,33749467136
681,10896,0.5448,1.1962077135040257,0.2813619375228882,4.534103662579642e-05,7068,5601,6.355089996941388,1112.1793717164865,36873109504,31108308480,33749467136
682,10912,0.5456,1.3306920749169808,0.2810943126678467,4.521201262479815e-05,7096,5967,6.5008091810159385,1091.5564205025698,36873109504,31108308480,33749467136
683,10928,0.5464,1.3465200492043485,0.2668095827102661,4.508302079351827e-05,7572,6297,7.202637610025704,1051.2815457298814,36873109504,31108308480,33749467136
684,10944,0.5472,1.2136491849662105,0.27188006043434143,4.495406199863218e-05,7573,6188,6.919718265067786,1094.408718665631,36873109504,31108308480,33749467136
685,10960,0.548,1.37998188757202,0.2739297151565552,4.482513710659332e-05,6779,5871,6.565749662928283,1032.47920618658,36873109504,31108308480,33749467136
686,10976,0.5488,1.1851065414292472,0.2954212427139282,4.469624698362734e-05,6608,5369,6.146545717958361,1075.075384324143,36873109504,31108308480,33749467136
687,10992,0.5496,1.181422542852434,0.2846032679080963,4.456739249572627e-05,7201,5967,6.8059861939400434,1058.0391723996843,36873109504,31108308480,33749467136
688,11008,0.5504,1.438887374076264,0.2613512873649597,4.443857450864276e-05,8045,6782,8.044052467681468,1000.1177929062918,36873109504,31108308480,33749467136
689,11024,0.5512,1.4761096368859066,0.2415590137243271,4.4309793887884135e-05,7907,6954,7.523233004845679,1051.0109144442474,36873109504,31108308480,33749467136
690,11040,0.552,1.4090028953166078,0.2702087461948395,4.418105149870673e-05,7294,5927,6.491893020924181,1123.5551751223454,36873109504,31108308480,33749467136
691,11056,0.5528,1.3597297532264105,0.2519550025463104,4.405234820611001e-05,7722,6626,7.217327167280018,1069.9251704991193,36873109504,31108308480,33749467136
692,11072,0.5536,1.4084255145180968,0.26223108172416687,4.3923684874830675e-05,7803,6612,7.125307938084006,1095.1105647369711,36873109504,31108308480,33749467136
693,11088,0.5544,1.2072291345031534,0.29290318489074707,4.3795062369337034e-05,7600,5986,6.815954710822552,1115.0308830445308,36873109504,31108308480,33749467136
694,11104,0.5552,1.3255438778682478,0.2715364098548889,4.3666481553823054e-05,7298,6272,6.60862931702286,1104.3137161894408,36873109504,31108308480,33749467136
695,11120,0.556,1.485580134012457,0.25531041622161865,4.3537943292202555e-05,7667,6411,7.1241375640966,1076.2004426527717,36873109504,31108308480,33749467136
696,11136,0.5568,1.476163020633188,0.2737431526184082,4.34094484481035e-05,7983,6371,7.867481521796435,1014.6830313974716,36873109504,31108308480,33749467136
697,11152,0.5576,0.9352425463000336,0.30918368697166443,4.3280997884862116e-05,5893,4989,5.113422883674502,1152.4570007331945,36873109504,31108308480,33749467136
698,11168,0.5584,1.540720441167494,0.26144397258758545,4.31525924655171e-05,7755,6704,7.2386729046702385,1071.3289717783266,36873109504,31108308480,33749467136
699,11184,0.5592,1.3249741253269811,0.28318172693252563,4.3024233052803855e-05,7007,5725,6.817745410837233,1027.7591165052797,36873109504,31108308480,33749467136
700,11200,0.56,1.4796060973532035,0.3277166783809662,4.289592050914867e-05,7661,6518,7.470645096153021,1025.4803837415595,36873109504,31108308480,33749467136
701,11216,0.5608,1.2405818021620711,0.30000564455986023,4.276765569666291e-05,6696,5421,5.902099505998194,1134.5115400367242,36873109504,31108308480,33749467136
702,11232,0.5616,1.3246028119586895,0.27474796772003174,4.263943947713727e-05,7136,5909,6.242605675943196,1143.1124069712798,36873109504,31108308480,33749467136
703,11248,0.5624,1.1750574176292576,0.280957967042923,4.251127271203593e-05,6954,5798,6.3928315988741815,1087.7808827663541,36873109504,31108308480,33749467136
704,11264,0.5632,1.0692502850332257,0.2872007191181183,4.238315626249081e-05,7083,5938,6.645335752982646,1065.8603663209817,36873109504,31108308480,33749467136
705,11280,0.564,1.3168317123688325,0.27603089809417725,4.2255090989295764e-05,7317,6022,6.67567728087306,1096.0685623561278,36873109504,31108308480,33749467136
706,11296,0.5648,1.273506556633309,0.2629496157169342,4.212707775290081e-05,7607,6534,8.568271912168711,887.810293368082,36873109504,31108308480,33749467136
707,11312,0.5656,1.3227749566473097,0.25465628504753113,4.199911741340631e-05,7661,6315,6.879318553954363,1113.6277437823128,36873109504,31108308480,33749467136
708,11328,0.5664,1.2293936652531254,0.2842647433280945,4.187121083055724e-05,6687,5776,6.317666616756469,1058.4604104091122,37569363968,31108308480,33749467136
709,11344,0.5672,1.5558874029402001,0.2519983947277069,4.1743358863737436e-05,7600,6557,6.798426846973598,1117.905681868627,39842676736,31108308480,33749467136
710,11360,0.568,1.256970710555902,0.29632121324539185,4.1615562371963654e-05,6482,5237,5.872647495940328,1103.7611238339962,39842676736,31108308480,33749467136
711,11376,0.5688,1.1934780941220713,0.2965327203273773,4.148782221388007e-05,6616,5464,5.859581844881177,1129.0908080377128,39842676736,31108308480,33749467136
712,11392,0.5696,1.2348828258750313,0.2853090465068817,4.136013924775228e-05,6698,5983,6.434041532687843,1041.0252973921802,39842676736,31108308480,33749467136
713,11408,0.5704,1.4854229416139713,0.26884207129478455,4.123251433146162e-05,7733,6470,7.0840960391797125,1091.6001077951826,39842676736,31108308480,33749467136
714,11424,0.5712,1.0335434164176007,0.2824235260486603,4.110494832249939e-05,7293,5925,7.377932501025498,988.4883060378104,39842676736,31108308480,33749467136
715,11440,0.572,1.3461272852389319,0.3010733127593994,4.097744207796119e-05,7665,6133,7.0590004762634635,1085.847780542623,39842676736,31108308480,33749467136
716,11456,0.5728,1.1553601166069443,0.3101576864719391,4.084999645454094e-05,6524,5566,6.179957645013928,1055.6706655204425,39842676736,31108308480,33749467136
717,11472,0.5736,1.250488693468657,0.2959915101528168,4.0722612308525335e-05,6959,5837,6.518910008016974,1067.50975108443,39842676736,31108308480,33749467136
718,11488,0.5744,1.4546062326715463,0.27038466930389404,4.059529049578802e-05,7409,6376,6.773800164926797,1093.7730401853487,39842676736,31108308480,33749467136
719,11504,0.5752,1.483423290561133,0.25944361090660095,4.0468031871783796e-05,7479,6547,6.710207380820066,1114.570619885369,39842676736,31108308480,33749467136
720,11520,0.576,1.4142153359579979,0.2909117043018341,4.034083729154291e-05,7624,6128,7.239635617937893,1053.0916750989172,39842676736,31108308480,33749467136
721,11536,0.5768,1.3673529202633112,0.27625855803489685,4.021370760966536e-05,7447,6309,7.414545495994389,1004.3771400449486,39842676736,31108308480,33749467136
722,11552,0.5776,1.4148200892223186,0.2628629803657532,4.008664368031503e-05,8124,6512,7.841130449902266,1036.0750980875798,39842676736,31108308480,33749467136
723,11568,0.5784,1.4895357208989184,0.27004632353782654,3.9959646357214084e-05,7031,6054,7.029567587189376,1000.2037696903625,39842676736,31108308480,33749467136
724,11584,0.5792,1.5014600720119347,0.24619002640247345,3.9832716493637127e-05,9018,7330,8.918280103243887,1011.1815165706493,39842676736,31108308480,33749467136
725,11600,0.58,1.281813764256764,0.2926759719848633,3.970585494240554e-05,6940,5632,5.968380112200975,1162.7945723183368,39842676736,31108308480,33749467136
726,11616,0.5808,1.640324318345144,0.25357717275619507,3.9579062555881734e-05,7885,6911,8.059115767013282,978.3951773312459,39842676736,31108308480,33749467136
727,11632,0.5816,1.6036153660573629,0.2398090958595276,3.945234018596335e-05,8437,7345,7.6408435348421335,1104.197456933571,39842676736,31108308480,33749467136
728,11648,0.5824,1.4357140234329466,0.2580035626888275,3.9325688684077675e-05,7489,6518,7.002717675175518,1069.4419434540882,39842676736,31108308480,33749467136
729,11664,0.5832,1.4606011827452525,0.2623134255409241,3.919910890117584e-05,7609,6301,7.54829805996269,1008.0418048618512,39842676736,31108308480,33749467136
730,11680,0.584,1.387231383339471,0.26152467727661133,3.907260168772703e-05,7520,6488,7.042800594121218,1067.757051971216,39842676736,31108308480,33749467136
731,11696,0.5848,1.3760451806445053,0.26012396812438965,3.894616789371291e-05,7670,6467,7.5834186328575015,1011.4171947157655,39842676736,31108308480,33749467136
732,11712,0.5856,1.4718149827064642,0.26717129349708557,3.8819808368621894e-05,7863,6767,7.221638846676797,1088.8110257159067,39842676736,31108308480,33749467136
733,11728,0.5864,1.4598881285285796,0.23598775267601013,3.8693523961443274e-05,8917,7412,8.477589000947773,1051.8320714772917,39842676736,31108308480,33749467136
734,11744,0.5872,1.1684340658554335,0.30502694845199585,3.856731552066173e-05,6567,5569,6.578595018945634,998.2374627238427,39842676736,31108308480,33749467136
735,11760,0.588,1.2531027374537331,0.2758677899837494,3.844118389425153e-05,7593,6399,7.945801800116897,955.598967984363,39842676736,31108308480,33749467136
736,11776,0.5888,1.5664371197553695,0.2655554711818695,3.831512992967079e-05,7912,6769,7.550992290955037,1047.8093070598677,39842676736,31108308480,33749467136
737,11792,0.5896,1.5599034860688663,0.2419767677783966,3.8189154473855877e-05,8259,7180,7.726642972789705,1068.8988774407014,39842676736,31108308480,33749467136
738,11808,0.5904,1.5156309665843126,0.2511947453022003,3.806325837321565e-05,7474,6545,7.1642868388444185,1043.2301453197451,39842676736,31108308480,33749467136
739,11824,0.5912,1.5542011383261913,0.266579270362854,3.7937442473625786e-05,7375,6337,6.699509211815894,1100.8269063937917,39842676736,31108308480,33749467136
740,11840,0.592,1.3189376625955476,0.2659526765346527,3.7811707620423114e-05,7539,6440,7.41140419524163,1017.2161443900592,39842676736,31108308480,33749467136
741,11856,0.5928,1.6598821439466425,0.24901248514652252,3.7686054658399935e-05,8147,7240,7.349497715011239,1108.5111276869811,39842676736,31108308480,33749467136
742,11872,0.5936,1.3086718221903582,0.2654428482055664,3.756048443179832e-05,7725,6488,6.974363940767944,1107.6278877338605,39842676736,31108308480,33749467136
743,11888,0.5944,1.0608660268088828,0.3133201003074646,3.743499778430445e-05,6031,5079,5.99251914722845,1006.4214818219392,39842676736,31108308480,33749467136
744,11904,0.5952,1.4791146696448554,0.286721795797348,3.730959555904298e-05,7251,6284,6.475598816294223,1119.742004670622,39842676736,31108308480,33749467136
745,11920,0.596,1.2674248138675117,0.25572049617767334,3.71842785985713e-05,7640,6650,7.558229455724359,1010.8187432988967,39842676736,31108308480,33749467136
746,11936,0.5968,0.8239461068342623,0.34103935956954956,3.705904774487396e-05,6165,4853,5.423316088039428,1136.7583780698824,39842676736,31108308480,33749467136
747,11952,0.5976,1.47127853784956,0.27009057998657227,3.693390383935698e-05,7702,6304,7.41645073518157,1038.502145435129,39842676736,31108308480,33749467136
748,11968,0.5984,1.5721889711487675,0.2602527141571045,3.680884772284212e-05,7788,6829,7.323448822833598,1063.4333888861202,39842676736,31108308480,33749467136
749,11984,0.5992,1.3082875864746308,0.2834826111793518,3.668388023556138e-05,7051,5957,6.365402927156538,1107.706783166627,39842676736,31108308480,33749467136
750,12000,0.6,1.4169892485457647,0.25873106718063354,3.6559002217151254e-05,7937,6921,7.470898231957108,1062.3889863803954,39842676736,31108308480,33749467136
751,12016,0.6008,1.4187254836193526,0.26230642199516296,3.643421450664706e-05,7804,6603,7.54202880943194,1034.7348435265114,39842676736,31108308480,33749467136
752,12032,0.6016,1.5618806692908054,0.24828112125396729,3.63095179424774e-05,8391,7058,7.575547926127911,1107.642652627094,39842676736,31108308480,33749467136
753,12048,0.6024,1.3027256678691315,0.2987019121646881,3.618491336245849e-05,7174,5822,7.162958127912134,1001.5415240310897,39842676736,31108308480,33749467136
754,12064,0.6032,1.4214081075426097,0.28501972556114197,3.606040160378848e-05,7374,6118,6.557936466298997,1124.439072853896,39842676736,31108308480,33749467136
755,12080,0.604,1.284751912290202,0.28147071599960327,3.5935983503041866e-05,6677,5922,6.347465391270816,1051.9159362699902,39842676736,31108308480,33749467136
756,12096,0.6048,1.2941414660922987,0.29579228162765503,3.581165989616392e-05,6484,5551,6.587123760953546,984.3446449928826,39842676736,31108308480,33749467136
757,12112,0.6056,1.2879363329367806,0.2786218523979187,3.5687431618464974e-05,6910,5912,6.720835032872856,1028.146051227549,39842676736,31108308480,33749467136
758,12128,0.6064,1.459305058768088,0.2535180449485779,3.556329950461488e-05,7908,6912,6.8604684439487755,1152.6909663107906,39842676736,31108308480,33749467136
759,12144,0.6072,1.3040351103448131,0.2737564444541931,3.5439264388637405e-05,6772,5830,6.193708378821611,1093.3675894647806,39842676736,31108308480,33749467136
760,12160,0.608,1.1883196182907851,0.30083969235420227,3.531532710390455e-05,7107,5938,6.666140502784401,1066.1341441920486,39842676736,31108308480,33749467136
761,12176,0.6088,1.4243145944041555,0.2800837755203247,3.519148848313103e-05,7295,6253,6.551336415112019,1113.5132647397816,39842676736,31108308480,33749467136
762,12192,0.6096,1.340508049092621,0.29556670784950256,3.506774935836868e-05,6565,5595,5.869149878621101,1118.5606324203093,39842676736,31108308480,33749467136
763,12208,0.6104,1.4423976430715395,0.26026010513305664,3.494411056100078e-05,8439,6929,7.753580360673368,1088.4004043864848,39842676736,31108308480,33749467136
764,12224,0.6112,1.6894492326911787,0.2455165684223175,3.482057292173658e-05,8573,7408,7.873519656248391,1088.8396008761476,39842676736,31108308480,33749467136
765,12240,0.612,1.5793006151704425,0.2528421878814697,3.469713727060564e-05,8159,7090,7.521553982980549,1084.749244432977,39842676736,31108308480,33749467136
766,12256,0.6128,1.1598043055621148,0.2880284786224365,3.457380443695226e-05,7026,5989,6.659164402168244,1055.0873316346288,39842676736,31108308480,33749467136
767,12272,0.6136,1.5090919432277095,0.25345805287361145,3.445057524942997e-05,7722,6726,7.172415784094483,1076.6247011396456,39930757120,31108308480,33749467136
768,12288,0.6144,1.0843076567953511,0.3174055218696594,3.4327450535995906e-05,5943,5119,5.315916187129915,1117.9634499107199,39930757120,31108308480,33749467136
769,12304,0.6152,1.2786056830319994,0.30727219581604004,3.42044311239052e-05,5901,5001,5.713762519881129,1032.7695593695703,39930757120,31108308480,33749467136
770,12320,0.616,1.3259772095669877,0.283132940530777,3.408151783970556e-05,6801,5984,6.138444389682263,1107.9354260228188,39930757120,31108308480,33749467136
771,12336,0.6168,1.375078024512565,0.2683122754096985,3.395871150923163e-05,6995,5865,6.305983370169997,1109.2639465383538,39930757120,31108308480,33749467136
772,12352,0.6176,1.480683285695251,0.24351248145103455,3.3836012957599375e-05,8471,7334,8.386043945793062,1010.1306473894114,39930757120,31108308480,33749467136
773,12368,0.6184,1.35282839880235,0.287462443113327,3.371342300920071e-05,6708,5791,6.112288917880505,1097.461211360091,39930757120,31108308480,33749467136
774,12384,0.6192,1.258950108078414,0.30614206194877625,3.359094248769777e-05,6540,5698,6.491766610182822,1007.4299328231425,39930757120,31108308480,33749467136
775,12400,0.62,1.2723828261664074,0.3009978234767914,3.3468572216017535e-05,7013,5924,6.195288843009621,1131.9891901267902,39930757120,31108308480,33749467136
776,12416,0.6208,1.2188032074071047,0.27329614758491516,3.334631301634623e-05,7403,5884,7.326814727857709,1010.3981436643434,39930757120,31108308480,33749467136
777,12432,0.6216,1.4533166913719182,0.2620895802974701,3.3224165710123756e-05,7195,6393,6.890913411043584,1044.1286330008265,39930757120,31108308480,33749467136
778,12448,0.6224,1.0599568404452868,0.2938278913497925,3.310213111803827e-05,7279,5905,6.757106909062713,1077.236174883857,39930757120,31108308480,33749467136
779,12464,0.6232,1.5172926051762783,0.25281640887260437,3.29802100600206e-05,7733,6788,7.194355344865471,1074.8704545875612,39930757120,31108308480,33749467136
780,12480,0.624,1.416926809586844,0.24512070417404175,3.2858403355238745e-05,8488,7182,7.446921180002391,1139.7998978145858,39930757120,31108308480,33749467136
781,12496,0.6248,1.2270624466223854,0.28143376111984253,3.2736711822092406e-05,7260,6302,6.627070629037917,1095.5066584304639,39930757120,31108308480,33749467136
782,12512,0.6256,1.493291599976696,0.2588346600532532,3.261513627820747e-05,8098,7031,7.498409166932106,1079.9624053208622,39930757120,31108308480,33749467136
783,12528,0.6264,1.386712102190606,0.2888147830963135,3.249367754043047e-05,7144,6003,6.39768613409251,1116.653716713371,39930757120,31108308480,33749467136
784,12544,0.6272,1.2994603310409274,0.2675052881240845,3.237233642482317e-05,7350,6338,6.7729599960148335,1085.1976099555723,39930757120,31108308480,33749467136
785,12560,0.628,1.3618515805129483,0.2723219394683838,3.225111374665707e-05,6781,6006,6.344817216042429,1068.7463120063906,39930757120,31108308480,33749467136
786,12576,0.6288,1.2773111479394523,0.2913193106651306,3.2130010320407824e-05,6662,5889,6.228329924866557,1069.6286292416878,39930757120,31108308480,33749467136
787,12592,0.6296,1.3510647718375328,0.2845038175582886,3.200902695974995e-05,6870,5697,6.681872917804867,1028.1548428875144,39930757120,31108308480,33749467136
788,12608,0.6304,1.2842751285413239,0.2962249219417572,3.188816447755124e-05,6760,5371,6.6643374362029135,1014.3543997753499,39930757120,31108308480,33749467136
789,12624,0.6312,1.3525962212748492,0.3088632822036743,3.176742368586725e-05,6561,5360,6.148682201746851,1067.0579133421481,39930757120,31108308480,33749467136
790,12640,0.632,1.21571951807286,0.2835026979446411,3.1646805395935994e-05,7134,6035,6.875572462100536,1037.5863303490678,39930757120,31108308480,33749467136
791,12656,0.6328,1.306436126705646,0.29294291138648987,3.152631041817244e-05,6958,5856,6.169009787030518,1127.8957628869748,39930757120,31108308480,33749467136
792,12672,0.6336,1.2223131761296868,0.27861979603767395,3.1405939562162937e-05,7074,5969,6.201592233963311,1140.674803038308,39930757120,31108308480,33749467136
793,12688,0.6344,1.3044267226547082,0.25909700989723206,3.128569363665995e-05,7651,6381,6.9484302760101855,1101.112006033287,39930757120,31108308480,33749467136
794,12704,0.6352,1.4709649499701516,0.2605952322483063,3.116557344957658e-05,7460,6299,6.732532490044832,1108.0525806642372,39930757120,31108308480,33749467136
795,12720,0.636,1.6098679488245118,0.2509700357913971,3.104557980798104e-05,8116,6973,7.5773922288790345,1071.0808883652899,39930757120,31108308480,33749467136
796,12736,0.6368,1.5112153719717534,0.29261747002601624,3.092571351809135e-05,7062,5970,6.40974151622504,1101.7604972250272,39930757120,31108308480,33749467136
797,12752,0.6376,1.3766363108338058,0.27845650911331177,3.080597538526988e-05,7136,6161,6.207728547975421,1149.5348008294152,39930757120,31108308480,33749467136
798,12768,0.6384,1.1929813392679838,0.31198960542678833,3.06863662140179e-05,6366,5533,5.5192047180607915,1153.427047046868,39930757120,31108308480,33749467136
799,12784,0.6392,1.6314622784539101,0.24843762814998627,3.056688680797024e-05,8343,7330,7.9403407401405275,1050.7105769181824,39930757120,31108308480,33749467136
800,12800,0.64,1.1570647188685643,0.3133627474308014,3.044753796988985e-05,7100,5659,6.337848317343742,1120.2540112186975,39930757120,31108308480,33749467136
801,12816,0.6408,1.4067685641550534,0.24897053837776184,3.032832050166239e-05,8125,7002,7.246370524633676,1121.2509727979639,39930757120,31108308480,33749467136
802,12832,0.6416,1.4176126270778446,0.28959035873413086,3.0209235204290887e-05,7384,6105,6.430895999073982,1148.207030725308,39930757120,31108308480,33749467136
803,12848,0.6424,1.458184837781371,0.26353907585144043,3.0090282877890374e-05,7961,6963,7.7881831848062575,1022.1896186944967,39930757120,31108308480,33749467136
804,12864,0.6432,1.2897255970881536,0.2961229979991913,2.9971464321682362e-05,6853,5798,6.2229173090308905,1101.25197872302,39930757120,31108308480,33749467136
805,12880,0.644,1.3375843380561419,0.28202876448631287,2.9852780333989704e-05,7621,6230,6.789493250660598,1122.4696333939942,39930757120,31108308480,33749467136
806,12896,0.6448,1.4328451314799602,0.28980138897895813,2.973423171223107e-05,7297,6255,6.536660317797214,1116.3192892450945,39930757120,31108308480,33749467136
807,12912,0.6456,1.2670875075508197,0.3012194335460663,2.9615819252915565e-05,6635,5628,6.461870647966862,1026.792450896183,39930757120,31108308480,33749467136
808,12928,0.6464,1.2919399806972094,0.3034982979297638,2.9497543751637506e-05,6607,5417,6.519454855006188,1013.4282922331439,39930757120,31108308480,33749467136
809,12944,0.6472,1.473979309049466,0.23119737207889557,2.9379406003071035e-05,9080,7658,8.209320017136633,1106.0599393184643,39930757120,31108308480,33749467136
810,12960,0.648,1.3616139909402538,0.2583789825439453,2.9261406800964662e-05,7762,6469,7.130265237297863,1088.5990551091397,39930757120,31108308480,33749467136
811,12976,0.6488,1.4487013792549035,0.27916085720062256,2.914354693813609e-05,7253,6087,6.694635498803109,1083.4047650983714,39930757120,31108308480,33749467136
812,12992,0.6496,1.3212862591937655,0.28262650966644287,2.902582720646685e-05,6855,5967,6.786379192024469,1010.1115493304848,39930757120,31108308480,33749467136
813,13008,0.6504,1.0434717851955788,0.3104308545589447,2.890824839689689e-05,6357,5310,5.8099211431108415,1094.1628713046925,39930757120,31108308480,33749467136
814,13024,0.6512,1.2890728164608605,0.2971642315387726,2.8790811299419336e-05,6614,5522,6.34180848300457,1042.920172964049,39930757120,31108308480,33749467136
815,13040,0.652,1.5358202657976565,0.2669551968574524,2.867351670307525e-05,7288,6387,6.713573949411511,1085.5618862496988,39930757120,31108308480,33749467136
816,13056,0.6528,1.281911239761712,0.25769880414009094,2.8556365395948103e-05,7998,6580,7.7510581677779555,1031.85911224981,39930757120,31108308480,33749467136
817,13072,0.6536,1.3771755094184017,0.2742231488227844,2.843935816515877e-05,7050,6179,6.455949944909662,1092.0159016348523,39930757120,31108308480,33749467136
818,13088,0.6544,1.2497061686636453,0.28261467814445496,2.8322495796860084e-05,6586,5652,5.964881645981222,1104.1292000214705,39930757120,31108308480,33749467136
819,13104,0.6552,1.2492157756774551,0.2816011607646942,2.8205779076231447e-05,7537,5870,7.369791194330901,1022.688404767522,39930757120,31108308480,33749467136
820,13120,0.656,1.4418527477281837,0.2610717713832855,2.808920878747381e-05,8402,6893,8.0870819427073,1038.9408762670798,39930757120,31108308480,33749467136
821,13136,0.6568,1.4459815732843038,0.26523488759994507,2.7972785713804263e-05,7684,6513,7.440523294266313,1032.723062089102,39930757120,31108308480,33749467136
822,13152,0.6576,1.287598584954803,0.277361124753952,2.7856510637450668e-05,8053,6660,7.32116977032274,1099.9608331231198,39930757120,31108308480,33749467136
823,13168,0.6584,1.2908248698433085,0.2930442988872528,2.774038433964665e-05,6873,5654,6.1266736118122935,1121.8159209181279,39930757120,31108308480,33749467136
824,13184,0.6592,1.2926761945577057,0.2794659733772278,2.7624407600626145e-05,7270,6184,6.6643592258915305,1090.8775703079616,39930757120,31108308480,33749467136
825,13200,0.66,1.2213442877304455,0.30086708068847656,2.750858119961821e-05,6722,5566,6.462755345273763,1040.1136420730863,39930757120,31108308480,33749467136
826,13216,0.6608,1.233980989152102,0.29012608528137207,2.7392905914841882e-05,7006,5959,6.4215581701137125,1091.012463704886,39930757120,31108308480,33749467136
827,13232,0.6616,1.0137456682311345,0.3184150457382202,2.7277382523500807e-05,7040,5247,7.659930477384478,919.0683937387175,39930757120,31108308480,33749467136
828,13248,0.6624,1.4347341453767495,0.27254223823547363,2.7162011801778076e-05,8234,6380,8.403851385693997,979.788863712757,39930757120,31108308480,33749467136
829,13264,0.6632,1.343361834487314,0.27846795320510864,2.7046794524831088e-05,7129,6030,6.75893770577386,1054.751546816301,39930757120,31108308480,33749467136
830,13280,0.664,1.0469267528339967,0.29279908537864685,2.693173146678621e-05,7462,5900,6.8734887219034135,1085.620461734549,39930757120,31108308480,33749467136
